,Name,Price €,Kilometer,Gear Type,First Registration,Gas Type,Power,Energy Efficiency,Environment Index,CO2,Registration Year,Powerhorse
141,"BMW 320 e T xDrive M SPORT LIVECOCKPIT,LASER,HEADUP",30770.0,60000.0,Automatik,03/2021,Benzin,120 kW (163 PS),"1,5 l/100 km (komb.)",35 g/km (komb.),,2021,163
142,BMW 320 e Touring Advantage LED Alarmanlage,25900.0,57850.0,Automatik,09/2021,Benzin,120 kW (163 PS),- (l/100 km),- (g/km),,2021,163
143,BMW 320 i Touring,28790.0,43550.0,Automatik,02/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
144,BMW 320 iA xDrive LIMO~DEUTSCH+UNFALLFREI+STANDHZG~2,33700.0,43700.0,Automatik,10/2020,Benzin,135 kW (184 PS),- (l/100 km),154 g/km (komb.),CO₂-Klasse B (komb.),2020,184
145,"BMW 320 i Advantage Lenkradheizng,Sitzheizung",25470.0,41950.0,Automatik,07/2019,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2019,184
146,"BMW 320 Gran Turismo i M SPORT DIG.TACHO,HUD,SHADOW",29840.0,49095.0,Automatik,07/2020,Benzin,135 kW (184 PS),"6,3 l/100 km (komb.)",143 g/km (komb.),,2020,184
147,BMW 320 i  Touring Luxury Line*LIVE COCKPIT*LED*NAVI,25890.0,93200.0,Automatik,08/2021,Benzin,135 kW (184 PS),"6,1 l/100 km (komb.)",140 g/km (komb.),,2021,184
148,"BMW 320 e T SAG M SPORT ACC,LASER,HIFI,MEMORY,1.HAND",28780.0,70000.0,Automatik,10/2021,Benzin,120 kW (163 PS),"1,4 l/100 km (komb.)",32 g/km (komb.),,2021,163
149,BMW 320 i xDrive Sport Line HiFi Glasdach Leder Kamera,28912.0,73250.0,Automatik,08/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
150,"BMW 320 iA GT NaviPro,AdLED,Tempo,H/K,AHK,PDCv+h,SHZ",25750.0,66445.0,Automatik,10/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
151,"BMW 320 e TOURING ///M-SPORTPAKET G21/LC""PROF""/CAM",27900.0,50700.0,Automatik,05/2021,Benzin,150 kW (204 PS),"1,7 l/100 km (komb.)",38 g/km (komb.),,2021,204
152,"BMW 320 i A Lim M Sport Laser AHK RFK HuD HiFi 17""LM",32640.0,62153.0,Automatik,09/2020,Benzin,135 kW (184 PS),"6,8 l/100 km (komb.)",154 g/km (komb.),CO₂-Klasse E (komb.),2020,184
153,BMW 320 i Luxury Line LED|CarPlay|Sitzheizung,29990.0,16490.0,Automatik,09/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
154,BMW 320 i A Limousine Navi Leder digitales Cockpit LED 3-Z,25499.0,73635.0,Automatik,12/2019,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2019,184
155,BMW 320 i Advantage*BMW Live Cockpit*HUD*RFK*PDC*ACC,27700.0,53000.0,Automatik,05/2021,Benzin,135 kW (184 PS),"5,7 l/100 km (komb.)",130 g/km (komb.),,2021,184
156,BMW 320 i Advantage Automatik Aut. Klimaaut.,29440.0,11697.0,Automatik,11/2020,Benzin,135 kW (184 PS),"6,4 l/100 km (komb.)",146 g/km (komb.),CO₂-Klasse E (komb.),2020,184
157,BMW 320 i Limousine M Sport Navi.Hifi.ParkA.Tempo.SH,31440.0,65916.0,Automatik,06/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
158,BMW 320 i Touring M Sport || AHK el.Sitze Kamera,30880.0,49221.0,Automatik,02/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
159,BMW 320 i Lim. Aut. M Sport +LED+Navi+AHK+Kamera+DAB,37790.0,10500.0,Automatik,09/2024,Benzin,135 kW (184 PS),"7,3 l/100 km (komb.)",165 g/km (komb.),CO₂-Klasse F (komb.),2024,184
160,BMW 320 i M Sport HUD AHK Navi Leder el. Sitze Hifi,28777.0,75099.0,Automatik,07/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
161,BMW 320 i M Sportpaket AHK LED RfKamera Navi Sitzhzg.,33330.0,57825.0,Automatik,08/2021,Benzin,135 kW (184 PS),"6,5 l/100 km (komb.)",147 g/km (komb.),CO₂-Klasse E (komb.),2021,184
162,BMW 320 i *M-SPORT ALU*LED*LIVE COCK.*99TKM*GEPFLEGT,26800.0,99850.0,Automatik,05/2021,Benzin,135 kW (184 PS),"5,3 l/100 km (komb.)",120 g/km (komb.),,2021,184
163,BMW 320 i AT M Sportpaket Widescreen LED ACC HuD HiFi,34640.0,24100.0,Automatik,07/2023,Benzin,135 kW (184 PS),"7,1 l/100 km (komb.)",159 g/km (komb.),CO₂-Klasse F (komb.),2023,184
164,BMW 320 i xDrive M Sport LED+HiFi+Shz+Shadow+Park-Assist.,29990.0,87426.0,Automatik,12/2019,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2019,184
165,"BMW 320 Gran Turismo i LUXURY LINE MEMORY,360GRAD,SH",25880.0,56368.0,Automatik,10/2019,Benzin,135 kW (184 PS),"6,3 l/100 km (komb.)",143 g/km (komb.),,2019,184
166,BMW 320 i Touring M-Sport KAMERA NAVI ACC LED,37890.0,11800.0,Automatik,03/2024,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2024,184
167,"BMW 320 iA T. Luxury LivePro,Pano,LED,St+Go,Hifi,SHZ",28250.0,62410.0,Automatik,01/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
168,BMW 320 i Lim Sport Line LivePro CarPlay Kamera LM SH,30775.0,45252.0,Automatik,07/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
169,BMW 320 i Limousine*HeadUp*Laser*Drive Assist*Komfortzugan,27990.0,34284.0,Automatik,07/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
170,BMW 320 3 Lim. 320 i M Sport/Driv.Ass/Pa.Ass/Head-Up,28900.0,90862.0,Automatik,06/2020,Benzin,135 kW (184 PS),"5,7 l/100 km (komb.)",130 g/km (komb.),,2020,184
171,BMW 320 i Touring Sport Line Navi/ACC/Virtual/LED,28450.0,64000.0,Automatik,01/2022,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2022,184
172,BMW 320 i Touring M Sport Aut/AHK/Laser/HeadUp,33940.0,37224.0,Automatik,09/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
173,"BMW 320 iAT M-SPORT LC.PRO LASER ACC DR.AS KAMERA 19""",33980.0,69500.0,- Getriebe,03/2021,Benzin,135 kW (184 PS),"5,7 l/100 km (komb.)",130 g/km (komb.),,2021,184
174,BMW 320 i Tour. M-Sport AHK DA PA HUD Laser E-Sitze HiF,27990.0,77132.0,Automatik,02/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
175,BMW 320 i Touring Luxury Line Auto Aut. Panorama HIFI,28550.0,64896.0,Automatik,01/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
176,"BMW 320 320 i Sport Line wenig Kilometer,Top Austattung",28500.0,55000.0,Automatik,01/2020,Benzin,135 kW (184 PS),"6,1 l/100 km (komb.)",138 g/km (komb.),,2020,184
177,BMW 320 i Touring AUT/AHK/NAV/LED-Licht/PDC,26550.0,72971.0,Automatik,07/2020,Benzin,135 kW (184 PS),"5,8 l/100 km (komb.)",133 g/km (komb.),,2020,184
178,BMW 320 320i Touring Sport Line Live Cockp. Pro Garantie,31200.0,42800.0,Automatik,02/2022,Benzin,135 kW (184 PS),"5,7 l/100 km (komb.)",- (g/km),,2022,184
179,BMW 320 i M Sport*ACC*HIFI*R-KAMERA*SHZ*18 ZOLL*DAB+*,37880.0,6000.0,Automatik,06/2024,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2024,184
180,"BMW 320 i M SPORT Stop+Go,LED,LivePlus,Hifi,Kamera Navi",37750.0,8732.0,Automatik,07/2024,Benzin,135 kW (184 PS),"8,0 l/100 km (komb.)",105 g/km (komb.),CO₂-Klasse C (komb.),2024,184
181,BMW 320 i M Sport Laser Komf HUD DA LivCocProf DAB,32840.0,47009.0,Automatik,10/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
182,BMW 320 i Touring M-Sport LiveCockpit Apple CP Hifi,33290.0,52230.0,Automatik,01/2022,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2022,184
183,BMW 320 i Limousine Sport Line LC Prof/ HiFi/ BP Prof,27812.0,68100.0,Automatik,01/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
184,BMW 320 i Touring LED SpurAss AHK HiFi Sportsitz AUT,30455.0,42005.0,Automatik,02/2022,Benzin,135 kW (184 PS),"6,6 l/100 km (komb.)",151 g/km (komb.),CO₂-Klasse E (komb.),2022,184
185,BMW 320 i*LCProf*HUD*SPORT LINE*KAMERA*LED,28498.0,56300.0,Automatik,05/2021,Benzin,135 kW (184 PS),"5,7 l/100 km (komb.)",130 g/km (komb.),,2021,184
186,"BMW 320 i A Touring LCplus,SHZ,DAB,Temp,Hifi,17""",24349.0,84046.0,Automatik,12/2020,Benzin,135 kW (184 PS),"6,7 l/100 km (komb.)",151 g/km (komb.),CO₂-Klasse E (komb.),2020,184
187,BMW 320 3er+Touring+320i+Touring+Aut.+Sport+Line,26900.0,94200.0,Automatik,02/2020,Benzin,135 kW (184 PS),"5,7 l/100 km (komb.)",- (g/km),,2020,184
188,BMW 320 i Touring *M Sport*AHK*Panorama*Kamera*HUD*,33999.0,56500.0,Automatik,09/2021,Benzin,135 kW (184 PS),"6,1 l/100 km (komb.)",140 g/km (komb.),,2021,184
189,BMW 320 Touring 320i Sport Line Leder LED PDC Autom.,24900.0,39400.0,Automatik,01/2019,Benzin,135 kW (184 PS),"6,1 l/100 km (komb.)",140 g/km (komb.),,2019,184
190,BMW 320 i xDrive Lim. Luxury Line*TEMP*LEDER*360°*,30990.0,58897.0,Automatik,08/2021,Benzin,135 kW (184 PS),"5,9 l/100 km (komb.)",135 g/km (komb.),,2021,184
191,"BMW 320 i Tour. Sport Line, LED-SW, Live Cockpit Plus",27850.0,56148.0,Automatik,01/2021,Benzin,135 kW (184 PS),"6,7 l/100 km (komb.)",153 g/km (komb.),CO₂-Klasse E (komb.),2021,184
192,BMW 320 i Tour. M Sport ACC HiFi QI KZU RFK adapt-LED,32990.0,40800.0,Automatik,08/2023,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2023,184
193,BMW 320 3er 320i Aut.,33900.0,12500.0,Automatik,06/2023,Benzin,135 kW (184 PS),"5,3 l/100 km (komb.)",- (g/km),,2023,184
194,BMW 320 i M Sport LED PA+ DA HiFi GsD DAB,34240.0,49990.0,Automatik,07/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
195,BMW 320 i Gran Turismo AdaptLED Kamera Bluetooth Navi,22290.0,93000.0,Automatik,05/2019,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2019,184
196,BMW 320 i Advantage/Blue/DAB/Temp/Sitz/HeadUp/LED,27890.0,37900.0,Automatik,02/2020,Benzin,135 kW (184 PS),"5,7 l/100 km (komb.)",130 g/km (komb.),,2020,184
197,BMW 320 i TOURING M SPORT PANO LASER AKUSTIK HUD HIFI HK,33890.0,53100.0,Automatik,03/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
198,BMW 320 i Advantage *MIT 2 JAHRE GARANTIE !!!*,23980.0,51000.0,Automatik,07/2019,Benzin,135 kW (184 PS),"5,5 l/100 km (komb.)",126 g/km (komb.),,2019,184
199,BMW 320 i Limousine M Sport*Keyless*DAB*HiFi*ACC*,38790.0,39490.0,Automatik,11/2023,Benzin,135 kW (184 PS),"7,2 l/100 km (komb.)",162 g/km (komb.),CO₂-Klasse F (komb.),2023,184
200,"BMW 320 iA T M SPORT LivePro,Laser,Leder,AHK,HUD,Kam",28450.0,78949.0,Automatik,02/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
201,BMW 320 320i GT Aut. M Sport,36000.0,7500.0,Automatik,10/2023,Benzin,135 kW (184 PS),"6,2 l/100 km (komb.)",- (g/km),,2023,184
202,BMW 320 Verlängerte Werksgarantie bis 2027,28600.0,75000.0,Automatik,01/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
203,BMW 320 i Touring Sport Line Auto Aut. Klimaaut. AHK,29740.0,66843.0,Automatik,12/2020,Benzin,135 kW (184 PS),"6,8 l/100 km (komb.)",154 g/km (komb.),CO₂-Klasse E (komb.),2020,184
204,BMW 320 i SP-AUTOM SPORT-LINE LC-PROF SD ACC KAMERA,31800.0,40000.0,Automatik,11/2020,Benzin,135 kW (184 PS),"5,5 l/100 km (komb.)",126 g/km (komb.),,2020,184
205,BMW 320 i xDrive Limousine Sport Line HiFi Sportsitze,30900.0,29600.0,Automatik,11/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
206,BMW 320 Baureihe 3 Touring 320i Advantage*LED*NAVI*SHZ*,21699.0,88850.0,Automatik,02/2019,Benzin,135 kW (184 PS),"6,1 l/100 km (komb.)",140 g/km (komb.),,2019,184
207,BMW 320 i M Sport AHK/MEMORY/ACC/HUD/ADAPTIVLED/RFK,41999.0,8000.0,Automatik,05/2024,Benzin,135 kW (184 PS),"7,2 l/100 km (komb.)","161,5 g/km (komb.)",CO₂-Klasse F (komb.),2024,184
208,BMW 320 320i Touring Aut. M Sport Navi HuD Alarm SHZ,25790.0,99443.0,Automatik,09/2020,Benzin,135 kW (184 PS),"5,7 l/100 km (komb.)",130 g/km (komb.),,2020,184
209,"BMW 320 320i Touring Aut.""M-SPORT PAKET""HEAD-UP""PANORAMA""",33900.0,17800.0,Automatik,08/2023,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2023,184
210,BMW 320 i Limousine Advantage Navi HUD LED SHZ PDC,27348.0,89637.0,Automatik,04/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
211,BMW 320 i Gran Turismo xDrive Luxury Line A. Aut. AHK,24840.0,82493.0,Automatik,08/2019,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2019,184
212,BMW 320 i Touring Sport Line*Navi*LED*Pano*Kamera*SHZ*PDC*,25990.0,59919.0,Automatik,07/2019,Benzin,135 kW (184 PS),"8,3 l/100 km (komb.)",189 g/km (komb.),CO₂-Klasse G (komb.),2019,184
213,BMW 320 iA Lim. Luxury Line Navi.LED.HuD.Harm&Kard,28379.0,70944.0,Automatik,07/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
214,"BMW 320 iA T Luxury LivePro,LED,Leder,Pano,St+Go,Kam",26850.0,84673.0,Automatik,01/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
215,BMW 320 Luxury Line HUD DAB Kamera Leder Sportsitz,29999.0,42408.0,Automatik,09/2020,Benzin,135 kW (184 PS),- (l/100 km),155 g/km (komb.),CO₂-Klasse A (komb.),2020,184
216,BMW 320 i xDrive M Sport LED RFK AHK Ambiente Curved,35970.0,72700.0,Automatik,11/2022,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2022,184
217,BMW 320 i Tour M Sport LivePro HuD HiFi ACC AHK SH,30325.0,78049.0,Automatik,09/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
218,"BMW 320 i M SPORT LivePro,AdapLED,HUD,Kam,Glasdach Navi",34490.0,51373.0,Automatik,03/2023,Benzin,135 kW (184 PS),"6,7 l/100 km (komb.)",152 g/km (komb.),CO₂-Klasse E (komb.),2023,184
219,BMW 320 i M Sport+LED+ACC+Kamera+3-Zonen+SZH+Navi+APP+,39999.0,4980.0,Automatik,02/2023,Benzin,135 kW (184 PS),"6,4 l/100 km (komb.)",145 g/km (komb.),CO₂-Klasse E (komb.),2023,184
220,BMW 320 Luxury Line HUD DAB Kamera Leder Sportsitz,29999.0,42408.0,Automatik,09/2020,Benzin,135 kW (184 PS),- (l/100 km),155 g/km (komb.),CO₂-Klasse A (komb.),2020,184
221,BMW 320 i AT M Sportpaket LED ACC Widescreen HuD HiFi,34340.0,25400.0,Automatik,06/2023,Benzin,135 kW (184 PS),"6,9 l/100 km (komb.)",159 g/km (komb.),CO₂-Klasse F (komb.),2023,184
222,BMW 320 320i xDrive Aut. Sport Line Laser HuD GD Sthzg,29390.0,79795.0,Automatik,03/2020,Benzin,135 kW (184 PS),"5,9 l/100 km (komb.)",135 g/km (komb.),,2020,184
223,BMW 320 i Touring Automatik EU6d LED Pano Navi Leder,30950.0,35000.0,Automatik,02/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
224,BMW 320 320i Sport Line Aut.*TEMPO*NAVI*PDC*SHZ*ALU*,27580.0,54335.0,Automatik,01/2021,Benzin,135 kW (184 PS),"6,1 l/100 km (komb.)",153 g/km (komb.),,2021,184
225,BMW 320 i Limousine M Sport Memory/Tempomat/DAB/SHZ   Memo,32940.0,32507.0,Automatik,10/2021,Benzin,135 kW (184 PS),"6,4 l/100 km (komb.)",146 g/km (komb.),CO₂-Klasse E (komb.),2021,184
226,BMW 320 i Touring Advantage Sitzheizung/DAB/Tempomat,27770.0,57473.0,Automatik,12/2021,Benzin,135 kW (184 PS),"6,6 l/100 km (komb.)",151 g/km (komb.),CO₂-Klasse E (komb.),2021,184
227,BMW 320 320 3Lim.320i*CARPLAY/NAVI/SHZ/LANE-ASSIST/PDC*,26750.0,54000.0,Automatik,06/2019,Benzin,135 kW (184 PS),"5,5 l/100 km (komb.)",126 g/km (komb.),,2019,184
228,"BMW 320 iA Touring LivePro,Laser,AHK,St+Go,SHZ,PDC Navi",28450.0,65211.0,Automatik,09/2022,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2022,184
229,BMW 320 i AT M Sportpaket LED Widescreen HuD ACC HiFi,34140.0,34000.0,Automatik,04/2023,Benzin,135 kW (184 PS),"7,5 l/100 km (komb.)",169 g/km (komb.),CO₂-Klasse F (komb.),2023,184
230,BMW 320 i Limousine Luxury Line + 2Jahre-BPS.GARANTIE,27790.0,73002.0,Automatik,01/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
231,"BMW 320 i Sport Line Navi ACC Kamera GSD 18"" HiFi LED",30490.0,43556.0,Automatik,04/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
232,"BMW 320 i M Sport/ACC/AHK/HiFi/LED/RFK/Spur/Tot/19""",31990.0,48500.0,Automatik,02/2020,Benzin,135 kW (184 PS),"5,8 l/100 km (komb.)",138 g/km (komb.),,2020,184
233,BMW 320 i xDrive M Sportpaket DAB LED WLAN Tempomat,36985.0,64997.0,Automatik,11/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
234,"BMW 320 i Touring Steptronic ""Modell Sport Line""",27000.0,100000.0,Automatik,05/2021,Benzin,135 kW (184 PS),"6,0 l/100 km (komb.)",137 g/km (komb.),,2021,184
235,BMW 320 i Tour  M Sport ACC HuD HiFi KZU QI RFK a.LED,33380.0,26000.0,Automatik,06/2023,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2023,184
236,BMW 320 320i GT Sport Line Aut.*NAVI*LED*TEMPO*HUD*CAM*,25160.0,75287.0,Automatik,10/2019,Benzin,135 kW (184 PS),"6,3 l/100 km (komb.)",184 g/km (komb.),,2019,184
237,BMW 320 i Automatik M Sportpaket HiFi Navi LED RfKam.,36760.0,16991.0,Automatik,06/2024,Benzin,135 kW (184 PS),"7,0 l/100 km (komb.)",148 g/km (komb.),CO₂-Klasse E (komb.),2024,184
238,BMW 320 i TOUR.ADVANTAGE 1H*NAVI*LED*PDC*SHZ*EL.HECKKL*TEM,22488.0,66555.0,Schaltgetriebe,11/2019,Benzin,135 kW (184 PS),"6,6 l/100 km (komb.)",151 g/km (komb.),,2019,184
239,BMW 320 i M Sport HEADUP/ADAPTIVLED/PANO/HIFI/PARKASS,39999.0,15600.0,Automatik,02/2024,Benzin,135 kW (184 PS),"7,2 l/100 km (komb.)",161 g/km (komb.),,2024,184
240,BMW 320 i M Sport Kamera*DAB*Laser*ACC*Leder*HUD,34980.0,22900.0,Automatik,07/2023,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2023,184
241,BMW 320 320 i M Sport-Paket/Restgarantie Bmw,33490.0,20000.0,Automatik,08/2022,Benzin,135 kW (184 PS),"5,3 l/100 km (komb.)",120 g/km (komb.),,2022,184
242,BMW 320 i  touring sport line Aut. Navi el. AHK PDC  LED,28490.0,69944.0,Automatik,06/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
243,BMW 320 i Touring Luxury Line Auto Aut. Panorama AHK,29840.0,64313.0,Automatik,05/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
244,BMW 320 i Touring Sport Line Head-Up HiFi DAB Alarm,32990.0,26682.0,Automatik,08/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
245,BMW 320 i Tour M Sport KZU RFK HiFI QI ACC adapt. LED,33390.0,40000.0,Automatik,06/2023,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2023,184
246,BMW 320 i Touring Advantage Laser AHK StdHz HuD KoZg,26770.0,94900.0,Automatik,10/2021,Benzin,135 kW (184 PS),- (l/100 km),151 g/km (komb.),CO₂-Klasse A (komb.),2021,184
247,BMW 320 i Touring M Sport Head-Up HiFi DAB WLAN RFK,28690.0,92150.0,Automatik,05/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
248,BMW 320 i*///M-PAKET*TÜV+SERVICE-NEU*1.HAND*SCHECKHEF,31950.0,100000.0,Automatik,11/2020,Benzin,135 kW (184 PS),"5,5 l/100 km (komb.)",126 g/km (komb.),,2020,184
249,BMW 320 iA xDrive Lim. Advantage LiveCockp.PDC.Tempo,29979.0,22014.0,Automatik,09/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
250,BMW 320 iA M-Sport Laser HUD HiFi RFK DWA Sportpaket,33333.0,29723.0,Automatik,07/2020,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2020,184
251,BMW 320 i Limo M Sport Widescreen Stop&Go Kamera HiFi,37750.0,10286.0,Automatik,06/2024,Benzin,135 kW (184 PS),"8,0 l/100 km (komb.)",105 g/km (komb.),CO₂-Klasse C (komb.),2024,184
252,BMW 320 i Touring Sport Line AHK/LED/DAB/Shz AHK/LED/DAB/S,31540.0,33192.0,Automatik,12/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
253,BMW 320 i Limousine Advantage HiFi LED Komfortzg.,24800.0,85825.0,Automatik,10/2019,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2019,184
254,"BMW 320 i Touring / NP= 59.010,- / NP= 59.010,- / LED",36450.0,16808.0,Automatik,03/2024,Benzin,135 kW (184 PS),"6,9 l/100 km (komb.)",155 g/km (komb.),CO₂-Klasse E (komb.),2024,184
255,BMW 320 320i Sport+ M Shadow HUD eSitze Standhz Leder,34980.0,29000.0,Automatik,09/2023,Benzin,135 kW (184 PS),"6,8 l/100 km (komb.)",153 g/km (komb.),CO₂-Klasse E (komb.),2023,184
256,BMW 320 iA M Sport/Navi/Laser/SD/Leder/SH/HUD/AHK,35900.0,54000.0,Automatik,01/2022,Benzin,135 kW (184 PS),"5,3 l/100 km (komb.)",120 g/km (komb.),CO₂-Klasse A (komb.),2022,184
257,BMW 320 i Touring Advantage PDC DAB+ SHZ LiveCockp+ LED,29500.0,20548.0,Automatik,01/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
258,BMW 320 i Limousine*Schiebedach*HiFi*LED*DAB*RFK*,28850.0,77164.0,Automatik,01/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
259,BMW 320 i Touring M-Sport ACC+KAM+LED+NAVI+SHZ,33950.0,20740.0,Automatik,06/2023,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2023,184
260,"BMW 320 Advantage Touring, Live Cockpit, LED, Navi, SH, PD",26990.0,82347.0,Automatik,04/2022,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2022,184
261,BMW 320 320i Touring HeadUP Widesreen RFK AHK e-Sitze,34980.0,6200.0,Automatik,08/2023,Benzin,135 kW (184 PS),"6,7 l/100 km (komb.)",153 g/km (komb.),CO₂-Klasse E (komb.),2023,184
262,BMW 320 iA Limousine Navi HarmanKardon PDC DAB Alarm,30880.0,13240.0,Automatik,09/2020,Benzin,135 kW (184 PS),- (l/100 km),146 g/km (komb.),CO₂-Klasse E (komb.),2020,184
263,BMW 320 i Touring Sport Line Head-Up HiFi DAB Alarm,32990.0,26682.0,Automatik,08/2021,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2021,184
264,BMW 320 i Touring M Sport HUD Curved KeyGo LED 5900km,38990.0,5900.0,Automatik,12/2022,Benzin,135 kW (184 PS),- (l/100 km),- (g/km),,2022,184
